Date,Close,Symbol
1/2/19 16:00,39.48,AAPL
1/3/19 16:00,35.55,AAPL
1/4/19 16:00,37.07,AAPL
1/7/19 16:00,36.98,AAPL
1/8/19 16:00,37.69,AAPL
1/9/19 16:00,38.33,AAPL
1/10/19 16:00,38.45,AAPL
1/11/19 16:00,38.07,AAPL
1/14/19 16:00,37.5,AAPL
1/15/19 16:00,38.27,AAPL
1/16/19 16:00,38.74,AAPL
1/17/19 16:00,38.97,AAPL
1/18/19 16:00,39.21,AAPL
1/22/19 16:00,38.33,AAPL
1/23/19 16:00,38.48,AAPL
1/24/19 16:00,38.17,AAPL
1/25/19 16:00,39.44,AAPL
1/28/19 16:00,39.08,AAPL
1/29/19 16:00,38.67,AAPL
1/30/19 16:00,41.31,AAPL
1/31/19 16:00,41.61,AAPL
2/1/19 16:00,41.63,AAPL
2/4/19 16:00,42.81,AAPL
2/5/19 16:00,43.55,AAPL
2/6/19 16:00,43.56,AAPL
2/7/19 16:00,42.74,AAPL
2/8/19 16:00,42.6,AAPL
2/11/19 16:00,42.36,AAPL
2/12/19 16:00,42.72,AAPL
2/13/19 16:00,42.55,AAPL
2/14/19 16:00,42.7,AAPL
2/15/19 16:00,42.61,AAPL
2/19/19 16:00,42.73,AAPL
2/20/19 16:00,43.01,AAPL
2/21/19 16:00,42.77,AAPL
2/22/19 16:00,43.24,AAPL
2/25/19 16:00,43.56,AAPL
2/26/19 16:00,43.58,AAPL
2/27/19 16:00,43.72,AAPL
2/28/19 16:00,43.29,AAPL
3/1/19 16:00,43.74,AAPL
3/4/19 16:00,43.96,AAPL
3/5/19 16:00,43.88,AAPL
3/6/19 16:00,43.63,AAPL
3/7/19 16:00,43.13,AAPL
3/8/19 16:00,43.23,AAPL
3/11/19 16:00,44.73,AAPL
3/12/19 16:00,45.23,AAPL
3/13/19 16:00,45.43,AAPL
3/14/19 16:00,45.93,AAPL
3/15/19 16:00,46.53,AAPL
3/18/19 16:00,47.01,AAPL
3/19/19 16:00,46.63,AAPL
3/20/19 16:00,47.04,AAPL
3/21/19 16:00,48.77,AAPL
3/22/19 16:00,47.76,AAPL
3/25/19 16:00,47.19,AAPL
3/26/19 16:00,46.7,AAPL
3/27/19 16:00,47.12,AAPL
3/28/19 16:00,47.18,AAPL
3/29/19 16:00,47.49,AAPL
4/1/19 16:00,47.81,AAPL
4/2/19 16:00,48.51,AAPL
4/3/19 16:00,48.84,AAPL
4/4/19 16:00,48.92,AAPL
4/5/19 16:00,49.25,AAPL
4/8/19 16:00,50.03,AAPL
4/9/19 16:00,49.88,AAPL
